module	trait	nObs	bicor	Z	t	p
firebrick3	follow_a_special_diet_eat_mth6	42	0.279530825487064	1.81624189206426	1.84130878035648	0.0730009476031389
firebrick3	how_willing_are_you_to_mak_mth6	42	-0.0467166128205856	-0.295677026802371	0.29578474497216	0.76892460769639
firebrick3	Percent_CpG_Methylated	43	-0.11005085393371	-0.707534937677116	0.70897563813224	0.482351767975994
firebrick3	Percent_Duplicated_Reads	43	-0.0724193509700622	-0.464523314147044	0.464930883691292	0.644440820600045
firebrick3	Deduplicated_Reads	43	-0.0842009231208693	-0.540428571312054	0.541070422692713	0.59138695466081
firebrick3	Duplicate_Reads_Removed	43	-0.113938011096997	-0.732741075635749	0.734341373639551	0.466919940089157
firebrick3	Aligned_Uniquely	43	-0.119323950284384	-0.767703590158257	0.76954418308268	0.44598140858837
firebrick3	Aligned_Ambiguously	43	-0.136942005146259	-0.882400449124487	0.885196045244811	0.381213102316849
firebrick3	Aligned_Reads_Total	43	-0.121015629102626	-0.77869433752265	0.780615159360468	0.439512749803841
firebrick3	Mapping_Efficiency	43	0.00559299195248985	0.0358129957626495	0.0358131824812253	0.971605121757257
firebrick3	Percent_Aligned_Total	43	-0.020976231000351	-0.134333117732729	0.1343429719863	0.893788696150376
firebrick3	Total_Reads	43	-0.121572049976215	-0.782310369370934	0.784258088297602	0.437396494683584
darkorange	group	43	-0.107959843631074	-0.693984930315393	0.695344401747635	0.490762018625241
darkorange	age	43	-0.210587869181209	-1.36890098402823	1.37935235851472	0.175263906997885
darkorange	gest_age	43	-0.252734360093602	-1.65412932415116	1.67258892460826	0.102023474034584
darkorange	gest_age_at_birth	43	-0.0609535251162657	-0.390777430439519	0.391020054680036	0.697807047332122
darkorange	preterm	43	0.106955984809082	0.687482006405094	0.688803603926285	0.494826424492523
darkorange	height_base	43	0.000672747030400125	0.0043076834658858	0.00430768379082034	0.996583868130962
darkorange	weight_base	43	-0.0891955709107774	-0.572652202346516	0.573415882278155	0.569495241908483
darkorange	weight_wk26	41	-0.0388661759564109	-0.242841517498196	0.242902722341679	0.809353771728866
darkorange	weight_wk36	39	0.0484076127483919	0.294682333089101	0.294797614766758	0.76979629305923
darkorange	weight_mth3	41	-0.0666015249117665	-0.416543015368043	0.416851945534906	0.679072291490509
darkorange	weight_mth6	42	-0.0889781228783611	-0.564239264689539	0.564988039976036	0.575237157597734
darkorange	bmi	43	-0.0880448450151043	-0.565225635780901	0.56595997994829	0.574505766225837
darkorange	bmi_base	43	-0.106752659017667	-0.686165049283492	0.687479063393524	0.495651750462096
darkorange	parity_base	43	0.0369044240459305	0.236410976664152	0.236464691889901	0.814249516844627
darkorange	gwg	39	0.277766434644269	1.73516967710928	1.75879837026534	0.0868806307735473
darkorange	egwg	39	0.220292810264774	1.36231881125505	1.37373634824175	0.177789911916603
darkorange	ppwr	42	-0.0347917294596828	-0.220131066622497	0.220175515323986	0.826854347434051
darkorange	ppwr_e	42	-0.148548787484612	-0.946508593389728	0.95004570507558	0.347794288899277
darkorange	apo	43	-0.283048854927432	-1.86326670758863	1.88967428250086	0.0658864835717523
darkorange	apo_hdp	14	-0.138994228490215	-0.484627276584874	0.486209675789637	0.635576503986799
darkorange	apo_gdm	14	-0.218464733967851	-0.769180650382661	0.775516766074624	0.453047121200796
darkorange	apo_other	14	-0.394287613072528	-1.44406900334474	1.48625847610514	0.163004821397123
darkorange	race_eth_new	43	0.0764275866016401	0.490331528087197	0.490810887969343	0.626177034861005
darkorange	White_vs_nonwhite	43	0.0235243863828705	0.150657363820019	0.150671264882842	0.880973896807301
darkorange	total_number_of_pregnancie_30f336_base	43	0.0439170373462277	0.281387243842777	0.281477821283388	0.779759742100083
darkorange	total_number_abortions_base	20	0.0220583824525958	0.0936009740674861	0.0936085673213285	0.926454195686745
darkorange	pregtype_conception_base	43	-0.262563248552372	-1.72154056951683	1.74235603850937	0.088943735251416
darkorange	pregtype_planned_base	43	0.1939738161849	1.25797743284513	1.26608557854857	0.212629174582609
darkorange	other_children_base	43	0.15247625578101	0.983997929430913	0.987875504772596	0.329007960855997
darkorange	moth_marit_stat_base	43	-0.212034961139256	-1.37859998019124	1.38927543086036	0.172248624608779
darkorange	mother_s_education_base	43	-0.0921748074492506	-0.591886820454335	0.592730090054509	0.556617150758216
darkorange	father_s_age_at_enrollment_base	42	-0.00079714620253821	-0.00504159632423049	0.0050415968581709	0.996002465386131
darkorange	fathers_country_of_birth_us_base	42	0.136347381926281	0.867740756609029	0.870465762861959	0.38924006566487
darkorange	father_s_race_base	42	-0.138938678265364	-0.884446055703681	0.887331598053352	0.380204812557421
darkorange	father_s_hispanic_base	42	0.181973948954308	1.16386672561207	1.17044684610451	0.248747439598075
darkorange	father_s_education_base	42	0.248117308780275	1.6026778174887	1.6198854739643	0.113115322784816
darkorange	father_currently_employed_base	42	-0.189494951821592	-1.2131335618804	1.22058625969172	0.229389471857613
darkorange	low_income	43	0.0798680497804707	0.51249662772627	0.513043992741497	0.610674002181684
darkorange	low_access	43	0.0270837056823551	0.173462753804737	0.173483971565058	0.863124723667089
darkorange	second_hand_base	43	0.0938718674262115	0.602848161271059	0.603739168429164	0.549343070512488
darkorange	second_hand_days_base	43	0.134023114600993	0.863360935549728	0.86597934070421	0.391540893875931
darkorange	second_hand_rules_base	43	-0.0507856371804488	-0.325466749600094	0.325606915017763	0.746377751269913
darkorange	PM2.5_7Days_base	42	0.341316266621123	2.24889549703965	2.29658708033725	0.0269577511418739
darkorange	PM2.5_30Days_base	42	0.280644900264055	1.82388773068947	1.84927340895192	0.0718178012102381
darkorange	PM2.5_90Days_base	42	0.363107483137766	2.40624467593428	2.46471705795881	0.0181037613597668
darkorange	PM2.5_7Days_wk26	23	0.13654849368172	0.629677005036268	0.631660325689636	0.534425222480344
darkorange	PM2.5_30Days_wk26	22	0.0510813078007407	0.228641556611382	0.228741175345166	0.821392778050377
darkorange	PM2.5_90Days_wk26	21	0.347144461139223	1.57876386042219	1.61350906356777	0.123119704452813
darkorange	PM2.5_7Days_wk36	23	0.121760914850662	0.560760879019557	0.562161393900256	0.5799577234525
